0 0 0 0.1 0.1
15.4 -nan -nan 0.1 0.1
15.45 -nan -nan 0.1 0.1
15.5 -nan -nan 0.1 0.1
15.55 -nan -nan 0.1 0.1
15.6 -nan -nan 0.1 0.1
15.65 -nan -nan 0.1 0.1
15.7 -nan -nan 0.1 0.1
15.75 -nan -nan 0.1 0.1
15.8 -nan -nan 0.1 0.1
15.85 -nan -nan 0.1 0.1
15.9 -nan -nan 0.1 0.1
15.95 -nan -nan 0.1 0.1
16 -nan -nan 0.1 0.1
16.05 -nan -nan 0.1 0.1
16.1 -nan -nan 0.1 0.1
16.15 -nan -nan 0.1 0.1
16.2 -nan -nan 0.1 0.1
16.25 -nan -nan 0.1 0.1
16.3 -nan -nan 0.1 0.1
16.35 -nan -nan 0.1 0.1
16.4 -nan -nan 0.1 0.1
16.45 -nan -nan 0.1 0.1
16.5 -nan -nan 0.1 0.1
16.55 -nan -nan 0.1 0.1
16.6 -nan -nan 0.1 0.1
16.65 -nan -nan 0.1 0.1
16.7 -nan -nan 0.1 0.1
16.75 -nan -nan 0.1 0.1
16.8 -nan -nan 0.1 0.1
16.85 -nan -nan 0.1 0.1
16.9 -nan -nan 0.1 0.1
16.95 -nan -nan 0.1 0.1
17 -nan -nan 0.1 0.1
17.05 -nan -nan 0.1 0.1
17.1 -nan -nan 0.1 0.1
17.15 -nan -nan 0.1 0.1
17.2 -nan -nan 0.1 0.1
17.25 -nan -nan 0.1 0.1
17.3 -nan -nan 0.1 0.1
17.35 -nan -nan 0.1 0.1
17.4 -nan -nan 0.1 0.1
17.45 -nan -nan 0.1 0.1
17.5 -nan -nan 0.1 0.1
17.55 -nan -nan 0.1 0.1
17.6 -nan -nan 0.1 0.1
17.65 -nan -nan 0.1 0.1
17.7 -nan -nan 0.1 0.1
17.75 -nan -nan 0.1 0.1
17.8 -nan -nan 0.1 0.1
17.85 -nan -nan 0.1 0.1
17.9 -nan -nan 0.1 0.1
17.95 -nan -nan 0.1 0.1
18 -nan -nan 0.1 0.1
18.05 -nan -nan 0.1 0.1
18.1 -nan -nan 0.1 0.1
18.15 -nan -nan 0.1 0.1
18.2 -nan -nan 0.1 0.1
18.25 -nan -nan 0.1 0.1
18.3 -nan -nan 0.1 0.1
18.35 -nan -nan 0.1 0.1
18.4 -nan -nan 0.1 0.1
18.45 -nan -nan 0.1 0.1
18.5 -nan -nan 0.1 0.1
18.55 -nan -nan 0.1 0.1
18.6 -nan -nan 0.1 0.1
18.65 -nan -nan 0.1 0.1
18.7 -nan -nan 0.1 0.1
18.75 -nan -nan 0.1 0.1
18.8 -nan -nan 0.1 0.1
18.85 -nan -nan 0.1 0.1
18.9 -nan -nan 0.1 0.1
18.95 -nan -nan 0.1 0.1
19 -nan -nan 0.1 0.1
19.05 -nan -nan 0.1 0.1
19.1 -nan -nan 0.1 0.1
19.15 -nan -nan 0.1 0.1
19.2 -nan -nan 0.1 0.1
19.25 -nan -nan 0.1 0.1
19.3 -nan -nan 0.1 0.1
19.35 -nan -nan 0.1 0.1
19.4 -nan -nan 0.1 0.1
19.45 -nan -nan 0.1 0.1
19.5 -nan -nan 0.1 0.1
19.55 -nan -nan 0.1 0.1
19.6 -nan -nan 0.1 0.1
19.65 -nan -nan 0.1 0.1
19.7 -nan -nan 0.1 0.1
19.75 -nan -nan 0.1 0.1
19.8 -nan -nan 0.1 0.1
19.85 -nan -nan 0.1 0.1
19.9 -nan -nan 0.1 0.1
19.95 -nan -nan 0.1 0.1
20 -nan -nan 0.1 0.1
20.05 -nan -nan 0.1 0.1
20.1 -nan -nan 0.1 0.1
20.15 -nan -nan 0.1 0.1
20.2 -nan -nan 0.1 0.1
20.25 -nan -nan 0.1 0.1
20.3 -nan -nan 0.1 0.1
20.35 -nan -nan 0.1 0.1
20.4 -nan -nan 0.1 0.1
20.45 -nan -nan 0.1 0.1
20.5 -nan -nan 0.1 0.1
20.55 -nan -nan 0.1 0.1
20.6 -nan -nan 0.1 0.1
20.65 -nan -nan 0.1 0.1
20.7 -nan -nan 0.1 0.1
20.75 -nan -nan 0.1 0.1
20.8 -nan -nan 0.1 0.1
20.85 -nan -nan 0.1 0.1
20.9 -nan -nan 0.1 0.1
20.95 -nan -nan 0.1 0.1
21 -nan -nan 0.1 0.1
21.05 -nan -nan 0.1 0.1
21.1 -nan -nan 0.1 0.1
21.15 -nan -nan 0.1 0.1
21.2 -nan -nan 0.1 0.1
21.25 -nan -nan 0.1 0.1
21.3 -nan -nan 0.1 0.1
21.35 -nan -nan 0.1 0.1
21.4 -nan -nan 0.1 0.1
21.45 -nan -nan 0.1 0.1
21.5 -nan -nan 0.1 0.1
21.55 -nan -nan 0.1 0.1
21.6 -nan -nan 0.1 0.1
21.65 -nan -nan 0.1 0.1
21.7 -nan -nan 0.1 0.1
21.75 -nan -nan 0.1 0.1
21.8 -nan -nan 0.1 0.1
21.85 -nan -nan 0.1 0.1
21.9 -nan -nan 0.1 0.1
21.95 -nan -nan 0.1 0.1
22 -nan -nan 0.1 0.1
22.05 -nan -nan 0.1 0.1
22.1 -nan -nan 0.1 0.1
22.15 -nan -nan 0.1 0.1
22.2 -nan -nan 0.1 0.1
22.25 -nan -nan 0.1 0.1
22.3 -nan -nan 0.1 0.1
22.35 -nan -nan 0.1 0.1
22.4 -nan -nan 0.1 0.1
22.45 -nan -nan 0.1 0.1
22.5 -nan -nan 0.1 0.1
22.55 -nan -nan 0.1 0.1
22.6 -nan -nan 0.1 0.1
22.65 -nan -nan 0.1 0.1
22.7 -nan -nan 0.1 0.1
22.75 -nan -nan 0.1 0.1
22.8 -nan -nan 0.1 0.1
22.85 -nan -nan 0.1 0.1
22.9 -nan -nan 0.1 0.1
22.95 -nan -nan 0.1 0.1
23 -nan -nan 0.1 0.1
23.05 -nan -nan 0.1 0.1
23.1 -nan -nan 0.1 0.1
23.15 -nan -nan 0.1 0.1
23.2 -nan -nan 0.1 0.1
23.25 -nan -nan 0.1 0.1
23.3 -nan -nan 0.1 0.1
23.35 -nan -nan 0.1 0.1
23.4 -nan -nan 0.1 0.1
23.45 -nan -nan 0.1 0.1
23.5 -nan -nan 0.1 0.1
23.55 -nan -nan 0.1 0.1
23.6 -nan -nan 0.1 0.1
23.65 -nan -nan 0.1 0.1
23.7 -nan -nan 0.1 0.1
23.75 -nan -nan 0.1 0.1
23.8 -nan -nan 0.1 0.1
23.85 -nan -nan 0.1 0.1
23.9 -nan -nan 0.1 0.1
23.95 -nan -nan 0.1 0.1
24 -nan -nan 0.1 0.1
24.05 -nan -nan 0.1 0.1
24.1 -nan -nan 0.1 0.1
24.15 -nan -nan 0.1 0.1
24.2 -nan -nan 0.1 0.1
24.25 -nan -nan 0.1 0.1
24.3 -nan -nan 0.1 0.1
24.35 -nan -nan 0.1 0.1
24.4 -nan -nan 0.1 0.1
24.45 -nan -nan 0.1 0.1
24.5 -nan -nan 0.1 0.1
24.55 -nan -nan 0.1 0.1
24.6 -nan -nan 0.1 0.1
24.65 -nan -nan 0.1 0.1
24.7 -nan -nan 0.1 0.1
24.75 -nan -nan 0.1 0.1
24.8 -nan -nan 0.1 0.1
24.85 -nan -nan 0.1 0.1
24.9 -nan -nan 0.1 0.1
24.95 -nan -nan 0.1 0.1
25 -nan -nan 0.1 0.1
25.05 -nan -nan 0.1 0.1
25.1 -nan -nan 0.1 0.1
25.15 -nan -nan 0.1 0.1
25.2 -nan -nan 0.1 0.1
25.25 -nan -nan 0.1 0.1
25.3 -nan -nan 0.1 0.1
25.35 -nan -nan 0.1 0.1
25.4 -nan -nan 0.1 0.1
25.45 -nan -nan 0.1 0.1
25.5 -nan -nan 0.1 0.1
25.55 -nan -nan 0.1 0.1
25.6 -nan -nan 0.1 0.1
25.65 -nan -nan 0.1 0.1
25.7 -nan -nan 0.1 0.1
25.75 -nan -nan 0.1 0.1
25.8 -nan -nan 0.1 0.1
25.85 -nan -nan 0.1 0.1
25.9 -nan -nan 0.1 0.1
25.95 -nan -nan 0.1 0.1
26 -nan -nan 0.1 0.1
26.05 -nan -nan 0.1 0.1
26.1 -nan -nan 0.1 0.1
26.15 -nan -nan 0.1 0.1
26.2 -nan -nan 0.1 0.1
26.25 -nan -nan 0.1 0.1
26.3 -nan -nan 0.1 0.1
26.35 -nan -nan 0.1 0.1
26.4 -nan -nan 0.1 0.1
26.45 -nan -nan 0.1 0.1
26.5 -nan -nan 0.1 0.1
26.55 -nan -nan 0.1 0.1
26.6 -nan -nan 0.1 0.1
26.65 -nan -nan 0.1 0.1
26.7 -nan -nan 0.1 0.1
26.75 -nan -nan 0.1 0.1
26.8 -nan -nan 0.1 0.1
26.85 -nan -nan 0.1 0.1
26.9 -nan -nan 0.1 0.1
26.95 -nan -nan 0.1 0.1
27 -nan -nan 0.1 0.1
27.05 -nan -nan 0.1 0.1
27.1 -nan -nan 0.1 0.1
27.15 -nan -nan 0.1 0.1
27.2 -nan -nan 0.1 0.1
27.25 -nan -nan 0.1 0.1
27.3 -nan -nan 0.1 0.1
27.35 -nan -nan 0.1 0.1
27.4 -nan -nan 0.1 0.1
27.45 -nan -nan 0.1 0.1
27.5 -nan -nan 0.1 0.1
27.55 -nan -nan 0.1 0.1
27.6 -nan -nan 0.1 0.1
27.65 -nan -nan 0.1 0.1
27.7 -nan -nan 0.1 0.1
27.75 -nan -nan 0.1 0.1
27.8 -nan -nan 0.1 0.1
27.85 -nan -nan 0.1 0.1
27.9 -nan -nan 0.1 0.1
27.95 -nan -nan 0.1 0.1
28 -nan -nan 0.1 0.1
28.05 -nan -nan 0.1 0.1
28.1 -nan -nan 0.1 0.1
28.15 -nan -nan 0.1 0.1
28.2 -nan -nan 0.1 0.1
28.25 -nan -nan 0.1 0.1
28.3 -nan -nan 0.1 0.1
28.35 -nan -nan 0.1 0.1
28.4 -nan -nan 0.1 0.1
28.45 -nan -nan 0.1 0.1
28.5 -nan -nan 0.1 0.1
28.55 -nan -nan 0.1 0.1
28.6 -nan -nan 0.1 0.1
28.65 -nan -nan 0.1 0.1
28.7 -nan -nan 0.1 0.1
28.75 -nan -nan 0.1 0.1
28.8 -nan -nan 0.1 0.1
28.85 -nan -nan 0.1 0.1
28.9 -nan -nan 0.1 0.1
28.95 -nan -nan 0.1 0.1
29 -nan -nan 0.1 0.1
29.05 -nan -nan 0.1 0.1
29.1 -nan -nan 0.1 0.1
29.15 -nan -nan 0.1 0.1
29.2 -nan -nan 0.1 0.1
29.25 -nan -nan 0.1 0.1
29.3 -nan -nan 0.1 0.1
29.35 -nan -nan 0.1 0.1
29.4 -nan -nan 0.1 0.1
29.45 -nan -nan 0.1 0.1
29.5 -nan -nan 0.1 0.1
29.55 -nan -nan 0.1 0.1
29.6 -nan -nan 0.1 0.1
29.65 -nan -nan 0.1 0.1
29.7 -nan -nan 0.1 0.1
29.75 -nan -nan 0.1 0.1
29.8 -nan -nan 0.1 0.1
29.85 -nan -nan 0.1 0.1
29.9 -nan -nan 0.1 0.1
29.95 -nan -nan 0.1 0.1
30 -nan -nan 0.1 0.1
30.05 -nan -nan 0.1 0.1
30.1 -nan -nan 0.1 0.1
30.15 -nan -nan 0.1 0.1
30.2 -nan -nan 0.1 0.1
30.25 -nan -nan 0.1 0.1
30.3 -nan -nan 0.1 0.1
30.35 -nan -nan 0.1 0.1
30.4 -nan -nan 0.1 0.1
30.45 -nan -nan 0.1 0.1
30.5 -nan -nan 0.1 0.1
30.55 -nan -nan 0.1 0.1
30.6 -nan -nan 0.1 0.1
30.65 -nan -nan 0.1 0.1
30.7 -nan -nan 0.1 0.1
30.75 -nan -nan 0.1 0.1
30.8 -nan -nan 0.1 0.1
30.85 -nan -nan 0.1 0.1
30.9 -nan -nan 0.1 0.1
30.95 -nan -nan 0.1 0.1
31 -nan -nan 0.1 0.1
31.05 -nan -nan 0.1 0.1
31.1 -nan -nan 0.1 0.1
31.15 -nan -nan 0.1 0.1
31.2 -nan -nan 0.1 0.1
31.25 -nan -nan 0.1 0.1
31.3 -nan -nan 0.1 0.1
31.35 -nan -nan 0.1 0.1
31.4 -nan -nan 0.1 0.1
31.45 -nan -nan 0.1 0.1
31.5 -nan -nan 0.1 0.1
31.55 -nan -nan 0.1 0.1
31.6 -nan -nan 0.1 0.1
31.65 -nan -nan 0.1 0.1
31.7 -nan -nan 0.1 0.1
31.75 -nan -nan 0.1 0.1
31.8 -nan -nan 0.1 0.1
31.85 -nan -nan 0.1 0.1
31.9 -nan -nan 0.1 0.1
31.95 -nan -nan 0.1 0.1
32 -nan -nan 0.1 0.1
32.05 -nan -nan 0.1 0.1
32.1 -nan -nan 0.1 0.1
32.15 -nan -nan 0.1 0.1
32.2 -nan -nan 0.1 0.1
32.25 -nan -nan 0.1 0.1
32.3 -nan -nan 0.1 0.1
32.35 -nan -nan 0.1 0.1
32.4 -nan -nan 0.1 0.1
32.45 -nan -nan 0.1 0.1
32.5 -nan -nan 0.1 0.1
32.55 -nan -nan 0.1 0.1
32.6 -nan -nan 0.1 0.1
32.65 -nan -nan 0.1 0.1
32.7 -nan -nan 0.1 0.1
32.75 -nan -nan 0.1 0.1
32.8 -nan -nan 0.1 0.1
32.85 -nan -nan 0.1 0.1
32.9 -nan -nan 0.1 0.1
32.95 -nan -nan 0.1 0.1
33 -nan -nan 0.1 0.1
33.05 -nan -nan 0.1 0.1
33.1 -nan -nan 0.1 0.1
33.15 -nan -nan 0.1 0.1
33.2 -nan -nan 0.1 0.1
33.25 -nan -nan 0.1 0.1
33.3 -nan -nan 0.1 0.1
33.35 -nan -nan 0.1 0.1
33.4 -nan -nan 0.1 0.1
33.45 -nan -nan 0.1 0.1
33.5 -nan -nan 0.1 0.1
33.55 -nan -nan 0.1 0.1
33.6 -nan -nan 0.1 0.1
33.65 -nan -nan 0.1 0.1
33.7 -nan -nan 0.1 0.1
33.75 -nan -nan 0.1 0.1
33.8 -nan -nan 0.1 0.1
33.85 -nan -nan 0.1 0.1
33.9 -nan -nan 0.1 0.1
33.95 -nan -nan 0.1 0.1
34 -nan -nan 0.1 0.1
34.05 -nan -nan 0.1 0.1
34.1 -nan -nan 0.1 0.1
34.15 -nan -nan 0.1 0.1
34.2 -nan -nan 0.1 0.1
34.25 -nan -nan 0.1 0.1
34.3 -nan -nan 0.1 0.1
34.35 -nan -nan 0.1 0.1
34.4 -nan -nan 0.1 0.1
34.45 -nan -nan 0.1 0.1
34.5 -nan -nan 0.1 0.1
34.55 -nan -nan 0.1 0.1
34.6 -nan -nan 0.1 0.1
34.65 -nan -nan 0.1 0.1
34.7 -nan -nan 0.1 0.1
34.75 -nan -nan 0.1 0.1
34.8 -nan -nan 0.1 0.1
34.85 -nan -nan 0.1 0.1
34.9 -nan -nan 0.1 0.1
34.95 -nan -nan 0.1 0.1
35 -nan -nan 0.1 0.1
35.05 -nan -nan 0.1 0.1
35.1 -nan -nan 0.1 0.1
35.15 -nan -nan 0.1 0.1
35.2 -nan -nan 0.1 0.1
35.25 -nan -nan 0.1 0.1
35.3 -nan -nan 0.1 0.1
35.35 -nan -nan 0.1 0.1
35.4 -nan -nan 0.1 0.1
35.45 -nan -nan 0.1 0.1
35.5 -nan -nan 0.1 0.1
35.55 -nan -nan 0.1 0.1
35.6 -nan -nan 0.1 0.1
35.65 -nan -nan 0.1 0.1
35.7 -nan -nan 0.1 0.1
35.75 -nan -nan 0.1 0.1
35.8 -nan -nan 0.1 0.1
35.85 -nan -nan 0.1 0.1
35.9 -nan -nan 0.1 0.1
35.95 -nan -nan 0.1 0.1
36 -nan -nan 0.1 0.1
36.05 -nan -nan 0.1 0.1
36.1 -nan -nan 0.1 0.1
36.15 -nan -nan 0.1 0.1
36.2 -nan -nan 0.1 0.1
36.25 -nan -nan 0.1 0.1
36.3 -nan -nan 0.1 0.1
36.35 -nan -nan 0.1 0.1
36.4 -nan -nan 0.1 0.1
36.45 -nan -nan 0.1 0.1
36.5 -nan -nan 0.1 0.1
36.55 -nan -nan 0.1 0.1
36.6 -nan -nan 0.1 0.1
36.65 -nan -nan 0.1 0.1
36.7 -nan -nan 0.1 0.1
36.75 -nan -nan 0.1 0.1
36.8 -nan -nan 0.1 0.1
36.85 -nan -nan 0.1 0.1
36.9 -nan -nan 0.1 0.1
